date;temperature_F;total_sales_RS;temperature_C
Thursday/October 30/2014;76;38.515;24
Friday/October 31/2014;73;37.297;22
Saturday/November 1/2014;77;38.514;24
Sunday/November 2/2014;74;37.905;23
Monday/November 3/2014;70;36.458;21
Tuesday/November 4/2014;74;37.904;23
Wednesday/November 5/2014;78;39.121;25
Thursday/November 6/2014;75;38.512;24
Friday/November 7/2014;71;36.685;21
Saturday/November 8/2014;77;38.512;24
Sunday/November 9/2014;74;37.665;23
Monday/November 10/2014;75;37.665;23
Tuesday/November 11/2014;75;37.902;23
Wednesday/November 12/2014;77;39.120;25
Thursday/November 13/2014;77;38.510;24
Friday/November 14/2014;76;38.510;24
Saturday/November 15/2014;76;38.510;24
Sunday/November 16/2014;71;36.433;21
Monday/November 17/2014;72;37.042;22
Tuesday/November 18/2014;75;37.899;23
Wednesday/November 19/2014;74;37.899;23
Thursday/November 20/2014;72;37.290;22
Friday/November 21/2014;78;39.116;25
Saturday/November 22/2014;76;38.507;24
Sunday/November 23/2014;71;36.423;21
Monday/November 24/2014;69;35.814;20
Tuesday/November 25/2014;80;39.724;26
Wednesday/November 26/2014;77;38.506;24
Thursday/November 27/2014;75;37.897;23
Friday/November 28/2014;79;39.724;26
Saturday/November 29/2014;75;37.896;23
Sunday/November 30/2014;75;38.244;24
Monday/December 1/2014;70;36.417;21
Tuesday/December 2/2014;76;38.504;24
Wednesday/December 3/2014;72;37.286;22
Thursday/December 4/2014;72;37.285;22
Friday/December 5/2014;75;37.894;23
Saturday/December 6/2014;70;36.676;21
Sunday/December 7/2014;73;37.021;22
Monday/December 8/2014;70;36.411;21
Tuesday/December 9/2014;76;38.501;24
Wednesday/December 10/2014;78;39.110;25
Thursday/December 11/2014;75;38.500;24
Friday/December 12/2014;76;38.500;24
Saturday/December 13/2014;74;37.890;23
Sunday/December 14/2014;72;37.010;22
Monday/December 15/2014;73;37.009;22
Tuesday/December 16/2014;72;37.280;22
Wednesday/December 17/2014;79;39.716;26
Thursday/December 18/2014;72;37.280;22
Friday/December 19/2014;73;37.280;22
Saturday/December 20/2014;77;39.106;25
Sunday/December 21/2014;73;36.998;22
Monday/December 22/2014;72;36.995;22
Tuesday/December 23/2014;78;39.106;25
Wednesday/December 24/2014;75;37.887;23
Thursday/December 25/2014;77;38.496;24
Friday/December 26/2014;76;38.496;24
Saturday/December 27/2014;72;37.277;22
Sunday/December 28/2014;74;37.593;23
Monday/December 29/2014;76;38.202;24
Tuesday/December 30/2014;77;38.493;24
Wednesday/December 31/2014;78;39.101;25
Thursday/January 1/2015;76;38.492;24
Friday/January 2/2015;78;39.101;25
Saturday/January 3/2015;75;37.882;23
Sunday/January 4/2015;76;38.199;24
Monday/January 5/2015;73;36.979;22
Tuesday/January 6/2015;79;39.099;25
Wednesday/January 7/2015;76;38.490;24
Thursday/January 8/2015;74;37.880;23
Friday/January 9/2015;73;37.271;22
Saturday/January 10/2015;73;37.270;22
Sunday/January 11/2015;73;36.972;22
Monday/January 12/2015;74;37.580;23
Tuesday/January 13/2015;74;37.878;23
Wednesday/January 14/2015;76;38.487;24
Thursday/January 15/2015;73;37.269;22
Friday/January 16/2015;71;36.659;21
Saturday/January 17/2015;75;38.485;24
Sunday/January 18/2015;76;38.183;24
Monday/January 19/2015;73;36.965;22
Tuesday/January 20/2015;76;38.485;24
Wednesday/January 21/2015;76;38.485;24
Thursday/January 22/2015;71;36.658;21
Friday/January 23/2015;73;37.267;22
Saturday/January 24/2015;76;38.484;24
Sunday/January 25/2015;73;36.955;22
Monday/January 26/2015;75;37.561;23
Tuesday/January 27/2015;78;39.092;25
Wednesday/January 28/2015;75;38.482;24
Thursday/January 29/2015;74;37.873;23
Friday/January 30/2015;74;37.873;23
Saturday/January 31/2015;78;39.090;25
Sunday/February 1/2015;74;37.557;23
Monday/February 2/2015;71;36.339;21
Tuesday/February 3/2015;74;37.870;23
Wednesday/February 4/2015;75;38.477;24
Thursday/February 5/2015;75;37.868;23
Friday/February 6/2015;71;36.650;21
Saturday/February 7/2015;72;37.259;22
Sunday/February 8/2015;72;36.943;22
Monday/February 9/2015;72;36.943;22
Tuesday/February 10/2015;74;37.868;23
Wednesday/February 11/2015;75;38.477;24
Thursday/February 12/2015;74;37.867;23
Friday/February 13/2015;77;38.476;24
Saturday/February 14/2015;71;36.648;21
Sunday/February 15/2015;72;36.932;22
Monday/February 16/2015;71;36.321;21
Tuesday/February 17/2015;79;39.084;25
Wednesday/February 18/2015;75;37.865;23
Thursday/February 19/2015;75;37.865;23
Friday/February 20/2015;69;36.038;20
Saturday/February 21/2015;73;37.255;22
Sunday/February 22/2015;71;36.313;21
Monday/February 23/2015;72;36.922;22
Tuesday/February 24/2015;73;37.253;22
Wednesday/February 25/2015;66;35.424;19
Thursday/February 26/2015;79;39.078;25
Friday/February 27/2015;71;36.641;21
Saturday/February 28/2015;79;39.686;26
Sunday/March 1/2015;71;36.308;21
Monday/March 2/2015;71;36.308;21
Tuesday/March 3/2015;79;39.685;26
Wednesday/March 4/2015;72;37.248;22
Thursday/March 5/2015;76;38.466;24
Friday/March 6/2015;74;37.857;23
Saturday/March 7/2015;70;36.639;21
Sunday/March 8/2015;71;36.299;21
Monday/March 9/2015;69;35.689;20
Tuesday/March 10/2015;73;37.247;22
Wednesday/March 11/2015;74;37.856;23
Thursday/March 12/2015;75;38.464;24
Friday/March 13/2015;78;39.072;25
Saturday/March 14/2015;74;37.854;23
Sunday/March 15/2015;73;36.898;22
Monday/March 16/2015;69;35.679;20
Tuesday/March 17/2015;74;37.853;23
Wednesday/March 18/2015;70;36.635;21
Thursday/March 19/2015;78;39.070;25
Friday/March 20/2015;78;39.070;25
Saturday/March 21/2015;75;37.852;23
Sunday/March 22/2015;70;35.675;20
Monday/March 23/2015;73;36.893;22
Tuesday/March 24/2015;71;36.633;21
Wednesday/March 25/2015;76;38.460;24
Thursday/March 26/2015;71;36.632;21
Friday/March 27/2015;74;37.850;23
Saturday/March 28/2015;69;36.021;20
Sunday/March 29/2015;76;38.105;24
Monday/March 30/2015;75;38.104;24
Tuesday/March 31/2015;76;38.457;24
Wednesday/April 1/2015;82;40.284;27
Thursday/April 2/2015;74;37.847;23
Friday/April 3/2015;73;37.238;22
Saturday/April 4/2015;77;38.456;24
Sunday/April 5/2015;74;37.484;23
Monday/April 6/2015;75;37.483;23
Tuesday/April 7/2015;78;39.062;25
Wednesday/April 8/2015;76;38.453;24
Thursday/April 9/2015;81;40.279;27
Friday/April 10/2015;80;39.670;26
Saturday/April 11/2015;75;37.842;23
Sunday/April 12/2015;74;37.473;23
Monday/April 13/2015;71;36.255;21
Tuesday/April 14/2015;71;36.623;21
Wednesday/April 15/2015;76;38.450;24
Thursday/April 16/2015;77;38.450;24
Friday/April 17/2015;71;36.623;21
Saturday/April 18/2015;70;36.014;20
Sunday/April 19/2015;69;35.642;20
Monday/April 20/2015;69;35.636;20
Tuesday/April 21/2015;71;36.621;21
Wednesday/April 22/2015;77;38.448;24
Thursday/April 23/2015;74;37.837;23
Friday/April 24/2015;75;37.837;23
Saturday/April 25/2015;77;38.446;24
Sunday/April 26/2015;72;36.846;22
Monday/April 27/2015;74;37.455;23
Tuesday/April 28/2015;73;37.836;23
Wednesday/April 29/2015;74;37.836;23
Thursday/April 30/2015;70;36.618;21
Friday/May 1/2015;72;37.227;22
Saturday/May 2/2015;75;37.836;23
Sunday/May 3/2015;73;36.839;22
Monday/May 4/2015;66;34.400;18
Tuesday/May 5/2015;71;36.617;21
Wednesday/May 6/2015;71;36.616;21
Thursday/May 7/2015;75;37.834;23
Friday/May 8/2015;71;36.616;21
Saturday/May 9/2015;77;38.442;24
Sunday/May 10/2015;72;36.834;22
Monday/May 11/2015;69;35.613;20
Tuesday/May 12/2015;69;36.006;20
Wednesday/May 13/2015;76;38.442;24
Thursday/May 14/2015;77;38.442;24
Friday/May 15/2015;76;38.442;24
Saturday/May 16/2015;72;37.223;22
Sunday/May 17/2015;72;36.820;22
Monday/May 18/2015;69;35.602;20
Tuesday/May 19/2015;78;39.049;25
Wednesday/May 20/2015;75;37.830;23
Thursday/May 21/2015;74;37.830;23
Friday/May 22/2015;74;37.830;23
Saturday/May 23/2015;70;36.612;21
Sunday/May 24/2015;72;36.815;22
Monday/May 25/2015;72;36.815;22
Tuesday/May 26/2015;75;38.438;24
Wednesday/May 27/2015;71;36.611;21
Thursday/May 28/2015;76;38.437;24
Friday/May 29/2015;73;37.219;22
Saturday/May 30/2015;72;37.218;22
Sunday/May 31/2015;71;36.197;21
Monday/June 1/2015;74;37.414;23
Tuesday/June 2/2015;74;37.825;23
Wednesday/June 3/2015;69;35.998;20
Thursday/June 4/2015;69;35.998;20
Friday/June 5/2015;72;37.215;22
Saturday/June 6/2015;76;38.433;24
Sunday/June 7/2015;73;36.802;22
Monday/June 8/2015;71;36.191;21
Tuesday/June 9/2015;75;37.822;23
Wednesday/June 10/2015;79;39.649;26
Thursday/June 11/2015;72;37.213;22
Friday/June 12/2015;75;37.821;23
Saturday/June 13/2015;77;39.039;25
Sunday/June 14/2015;73;36.795;22
Monday/June 15/2015;70;36.186;21
Tuesday/June 16/2015;79;39.038;25
Wednesday/June 17/2015;72;37.210;22
Thursday/June 18/2015;75;37.819;23
Friday/June 19/2015;76;38.428;24
Saturday/June 20/2015;74;37.819;23
Sunday/June 21/2015;72;36.789;22
Monday/June 22/2015;74;37.396;23
Tuesday/June 23/2015;75;38.426;24
Wednesday/June 24/2015;71;36.599;21
Thursday/June 25/2015;73;37.207;22
Friday/June 26/2015;77;38.425;24
Saturday/June 27/2015;76;38.425;24
Sunday/June 28/2015;74;37.386;23
Monday/June 29/2015;72;36.773;22
Tuesday/June 30/2015;74;37.815;23
Wednesday/July 1/2015;73;37.206;22
Thursday/July 2/2015;75;37.814;23
Friday/July 3/2015;73;37.205;22
Saturday/July 4/2015;75;37.814;23
Sunday/July 5/2015;73;36.767;22
Monday/July 6/2015;72;36.765;22
Tuesday/July 7/2015;79;39.031;25
Wednesday/July 8/2015;73;37.204;22
Thursday/July 9/2015;77;38.422;24
Friday/July 10/2015;76;38.421;24
Saturday/July 11/2015;72;37.203;22
Sunday/July 12/2015;72;36.759;22
Monday/July 13/2015;75;37.368;23
Tuesday/July 14/2015;74;37.811;23
Wednesday/July 15/2015;78;39.029;25
Thursday/July 16/2015;73;37.201;22
Friday/July 17/2015;77;38.419;24
Saturday/July 18/2015;78;39.027;25
Sunday/July 19/2015;70;36.144;21
Monday/July 20/2015;72;36.750;22
Tuesday/July 21/2015;73;37.199;22
Wednesday/July 22/2015;74;37.808;23
Thursday/July 23/2015;76;38.416;24
Friday/July 24/2015;71;36.589;21
Saturday/July 25/2015;73;37.197;22
Sunday/July 26/2015;74;37.349;23
Monday/July 27/2015;73;36.740;22
Tuesday/July 28/2015;75;37.806;23
Wednesday/July 29/2015;76;38.414;24
Thursday/July 30/2015;75;37.804;23
Friday/July 31/2015;77;38.413;24
Saturday/August 1/2015;74;37.803;23
Sunday/August 2/2015;67;34.903;19
Monday/August 3/2015;71;36.118;21
Tuesday/August 4/2015;73;37.193;22
Wednesday/August 5/2015;75;37.802;23
Thursday/August 6/2015;75;38.411;24
Friday/August 7/2015;80;39.627;26
Saturday/August 8/2015;75;37.800;23
Sunday/August 9/2015;69;35.500;20
Monday/August 10/2015;73;36.717;22
Tuesday/August 11/2015;79;39.625;26
Wednesday/August 12/2015;74;37.798;23
Thursday/August 13/2015;77;38.407;24
Friday/August 14/2015;76;38.407;24
Saturday/August 15/2015;76;38.407;24
Sunday/August 16/2015;72;36.710;22
Monday/August 17/2015;70;36.100;21
Tuesday/August 18/2015;78;39.013;25
Wednesday/August 19/2015;72;37.186;22
Thursday/August 20/2015;70;36.576;21
Friday/August 21/2015;75;38.403;24
Saturday/August 22/2015;79;39.012;25
Sunday/August 23/2015;75;37.312;23
Monday/August 24/2015;73;36.703;22
Tuesday/August 25/2015;73;37.182;22
Wednesday/August 26/2015;77;39.009;25
Thursday/August 27/2015;70;36.573;21
Friday/August 28/2015;76;38.400;24
Saturday/August 29/2015;74;37.790;23
Sunday/August 30/2015;70;36.086;21
Monday/August 31/2015;67;34.866;19
Tuesday/September 1/2015;78;39.008;25
Wednesday/September 2/2015;74;37.789;23
Thursday/September 3/2015;74;37.789;23
Friday/September 4/2015;71;36.571;21
Saturday/September 5/2015;72;36.569;21
Sunday/September 6/2015;67;34.848;19
Monday/September 7/2015;73;36.674;22
Tuesday/September 8/2015;73;37.177;22
Wednesday/September 9/2015;72;37.176;22
Thursday/September 10/2015;79;39.611;26
Friday/September 11/2015;77;38.392;24
Saturday/September 12/2015;78;39.001;25
Sunday/September 13/2015;71;36.052;21
Monday/September 14/2015;74;37.266;23
Tuesday/September 15/2015;75;37.781;23
Wednesday/September 16/2015;73;37.172;22
Thursday/September 17/2015;75;37.781;23
Friday/September 18/2015;69;35.954;20
Saturday/September 19/2015;75;38.390;24
Sunday/September 20/2015;72;36.633;22
Monday/September 21/2015;77;37.845;24
Tuesday/September 22/2015;76;38.389;24
Wednesday/September 23/2015;76;38.388;24
Thursday/September 24/2015;76;38.388;24
Friday/September 25/2015;74;37.779;23
Saturday/September 26/2015;73;37.779;23
Sunday/September 27/2015;72;36.261;22
Monday/September 28/2015;69;35.043;20
Tuesday/September 29/2015;74;37.778;23
Wednesday/September 30/2015;73;37.168;22
Thursday/October 1/2015;78;38.995;25
Friday/October 2/2015;74;37.775;23
Saturday/October 3/2015;75;37.775;23
Sunday/October 4/2015;72;36.243;22
Monday/October 5/2015;66;33.807;18
Tuesday/October 6/2015;76;38.382;24
Wednesday/October 7/2015;74;37.773;23
Thursday/October 8/2015;75;37.772;23
Friday/October 9/2015;72;37.162;22
Saturday/October 10/2015;77;38.380;24
Sunday/October 11/2015;69;35.009;20
Monday/October 12/2015;71;35.618;21
Tuesday/October 13/2015;76;38.379;24
Wednesday/October 14/2015;76;38.379;24
Thursday/October 15/2015;77;38.378;24
Friday/October 16/2015;68;35.941;20
Saturday/October 17/2015;76;38.377;24
Sunday/October 18/2015;68;34.994;20
Monday/October 19/2015;73;36.201;22
Tuesday/October 20/2015;72;37.158;22
Wednesday/October 21/2015;73;37.157;22
Thursday/October 22/2015;74;37.766;23
Friday/October 23/2015;76;38.375;24
Saturday/October 24/2015;77;38.373;24
Sunday/October 25/2015;68;34.975;20
Monday/October 26/2015;70;35.583;21
Tuesday/October 27/2015;77;38.372;24
Wednesday/October 28/2015;74;37.763;23
Thursday/October 29/2015;76;38.372;24
Friday/October 30/2015;70;36.544;21
Saturday/October 31/2015;73;37.153;22
Sunday/November 1/2015;69;34.963;20
Monday/November 2/2015;67;34.353;19
Tuesday/November 3/2015;74;37.761;23
Wednesday/November 4/2015;74;37.761;23
Thursday/November 5/2015;75;37.760;23
Friday/November 6/2015;70;36.542;21
Saturday/November 7/2015;78;38.978;25
Sunday/November 8/2015;68;34.950;20
Monday/November 9/2015;67;34.340;19
Tuesday/November 10/2015;75;37.758;23
Wednesday/November 11/2015;72;37.149;22
Thursday/November 12/2015;72;37.149;22
Friday/November 13/2015;77;38.975;25
Saturday/November 14/2015;72;37.148;22
Sunday/November 15/2015;65;33.724;18
Monday/November 16/2015;71;35.550;21
Tuesday/November 17/2015;73;37.145;22
Wednesday/November 18/2015;76;38.362;24
Thursday/November 19/2015;77;38.971;25
Friday/November 20/2015;76;38.361;24
Saturday/November 21/2015;74;37.752;23
Sunday/November 22/2015;68;34.934;20
Monday/November 23/2015;71;35.542;21
Tuesday/November 24/2015;74;37.751;23
Wednesday/November 25/2015;77;38.359;24
Thursday/November 26/2015;71;36.532;21
Friday/November 27/2015;69;35.923;20
Saturday/November 28/2015;72;37.140;22
Sunday/November 29/2015;70;35.534;21
Monday/November 30/2015;67;34.314;19
Tuesday/December 1/2015;75;37.748;23
Wednesday/December 2/2015;75;37.747;23
Thursday/December 3/2015;73;37.137;22
Friday/December 4/2015;72;37.136;22
Saturday/December 5/2015;77;38.962;25
Sunday/December 6/2015;68;34.913;20
Monday/December 7/2015;73;36.129;22
Tuesday/December 8/2015;73;37.135;22
Wednesday/December 9/2015;75;37.744;23
Thursday/December 10/2015;71;36.524;21
Friday/December 11/2015;73;37.133;22
Saturday/December 12/2015;72;37.133;22
Sunday/December 13/2015;70;35.512;21
Monday/December 14/2015;70;35.512;21
Tuesday/December 15/2015;75;37.740;23
Wednesday/December 16/2015;78;38.958;25
Thursday/December 17/2015;76;38.349;24
Friday/December 18/2015;73;37.129;22
Saturday/December 19/2015;74;37.738;23
Sunday/December 20/2015;70;34.895;20
Monday/December 21/2015;70;34.895;20
Tuesday/December 22/2015;75;38.344;24
Wednesday/December 23/2015;75;37.732;23
Thursday/December 24/2015;74;37.732;23
Friday/December 25/2015;76;38.341;24
Saturday/December 26/2015;75;38.340;24
Sunday/December 27/2015;69;34.890;20
Monday/December 28/2015;67;34.281;19
Tuesday/December 29/2015;76;38.337;24
Wednesday/December 30/2015;72;37.119;22
Thursday/December 31/2015;77;38.946;25
Friday/January 1/2016;72;37.118;22
Saturday/January 2/2016;79;39.554;26
Sunday/January 3/2016;68;34.276;19
Monday/January 4/2016;67;34.276;19
Tuesday/January 5/2016;72;37.117;22
Wednesday/January 6/2016;75;37.726;23
Thursday/January 7/2016;74;37.726;23
Friday/January 8/2016;74;37.725;23
Saturday/January 9/2016;70;36.507;21
Sunday/January 10/2016;69;34.882;20
Monday/January 11/2016;66;33.664;18
Tuesday/January 12/2016;74;37.723;23
Wednesday/January 13/2016;73;37.114;22
Thursday/January 14/2016;74;37.721;23
Friday/January 15/2016;78;38.939;25
Saturday/January 16/2016;68;35.894;20
Sunday/January 17/2016;69;34.875;20
Monday/January 18/2016;65;33.655;18
Tuesday/January 19/2016;71;36.501;21
Wednesday/January 20/2016;70;36.500;21
Thursday/January 21/2016;70;36.499;21
Friday/January 22/2016;74;37.717;23
Saturday/January 23/2016;76;38.325;24
Sunday/January 24/2016;69;34.869;20
Monday/January 25/2016;71;35.475;21
Tuesday/January 26/2016;74;37.713;23
Wednesday/January 27/2016;71;36.494;21
Thursday/January 28/2016;77;38.928;25
Friday/January 29/2016;72;37.101;22
Saturday/January 30/2016;74;37.709;23
Sunday/January 31/2016;69;34.858;20
Monday/February 1/2016;68;34.856;20
Tuesday/February 2/2016;70;36.486;21
Wednesday/February 3/2016;74;37.704;23
Thursday/February 4/2016;68;35.268;19
Friday/February 5/2016;74;37.703;23
Saturday/February 6/2016;72;37.094;22
Sunday/February 7/2016;70;35.461;21
Monday/February 8/2016;69;34.851;20
Tuesday/February 9/2016;74;37.701;23
Wednesday/February 10/2016;74;37.699;23
Thursday/February 11/2016;73;37.089;22
Friday/February 12/2016;71;36.480;21
Saturday/February 13/2016;74;37.698;23
Sunday/February 14/2016;68;34.237;19
Monday/February 15/2016;70;35.454;21
Tuesday/February 16/2016;75;38.306;24
Wednesday/February 17/2016;69;35.869;20
Thursday/February 18/2016;75;38.305;24
Friday/February 19/2016;71;36.477;21
Saturday/February 20/2016;75;38.303;24
Sunday/February 21/2016;67;34.231;19
Monday/February 22/2016;69;34.839;20
Tuesday/February 23/2016;76;38.299;24
Wednesday/February 24/2016;72;37.081;22
Thursday/February 25/2016;73;37.080;22
Friday/February 26/2016;76;38.297;24
Saturday/February 27/2016;71;36.467;21
Sunday/February 28/2016;67;34.225;19
Monday/February 29/2016;72;35.443;21
Tuesday/March 1/2016;79;39.508;26
Wednesday/March 2/2016;75;37.680;23
Thursday/March 3/2016;76;38.288;24
Friday/March 4/2016;74;37.678;23
Saturday/March 5/2016;74;37.676;23
Sunday/March 6/2016;71;35.432;21
Monday/March 7/2016;69;34.823;20
Tuesday/March 8/2016;72;36.457;21
Wednesday/March 9/2016;71;36.454;21
Thursday/March 10/2016;73;37.061;22
Friday/March 11/2016;72;37.059;22
Saturday/March 12/2016;74;37.667;23
Sunday/March 13/2016;67;34.208;19
Monday/March 14/2016;69;34.816;20
Tuesday/March 15/2016;73;37.054;22
Wednesday/March 16/2016;71;36.445;21
Thursday/March 17/2016;72;37.053;22
Friday/March 18/2016;72;37.051;22
Saturday/March 19/2016;72;37.043;22
Sunday/March 20/2016;68;34.805;20
Monday/March 21/2016;69;34.804;20
Tuesday/March 22/2016;73;37.041;22
Wednesday/March 23/2016;74;37.648;23
Thursday/March 24/2016;72;36.429;21
Friday/March 25/2016;72;37.034;22
Saturday/March 26/2016;72;37.033;22
Sunday/March 27/2016;67;34.187;19
Monday/March 28/2016;73;36.013;22
Tuesday/March 29/2016;69;35.814;20
Wednesday/March 30/2016;77;38.248;24
Thursday/March 31/2016;74;37.639;23
Friday/April 1/2016;78;38.854;25
Saturday/April 2/2016;70;36.418;21
Sunday/April 3/2016;67;34.183;19
Monday/April 4/2016;68;34.179;19
Tuesday/April 5/2016;70;36.416;21
Wednesday/April 6/2016;73;37.025;22
Thursday/April 7/2016;74;37.632;23
Friday/April 8/2016;74;37.631;23
Saturday/April 9/2016;74;37.630;23
Sunday/April 10/2016;70;34.783;20
Monday/April 11/2016;68;34.780;20
Tuesday/April 12/2016;73;37.016;22
Wednesday/April 13/2016;70;36.406;21
Thursday/April 14/2016;67;35.186;19
Friday/April 15/2016;72;37.013;22
Saturday/April 16/2016;72;37.012;22
Sunday/April 17/2016;69;34.773;20
Monday/April 18/2016;70;35.381;21
Tuesday/April 19/2016;71;36.397;21
Wednesday/April 20/2016;72;37.004;22
Thursday/April 21/2016;74;37.612;23
Friday/April 22/2016;74;37.612;23
Saturday/April 23/2016;73;37.000;22
Sunday/April 24/2016;68;34.156;19
Monday/April 25/2016;67;34.155;19
Tuesday/April 26/2016;74;37.603;23
Wednesday/April 27/2016;71;36.382;21
Thursday/April 28/2016;73;36.990;22
Friday/April 29/2016;72;36.990;22
Saturday/April 30/2016;71;36.377;21
Sunday/May 1/2016;72;35.975;22
Monday/May 2/2016;69;34.753;20
Tuesday/May 3/2016;73;36.983;22
Wednesday/May 4/2016;73;36.983;22
Thursday/May 5/2016;69;35.764;20
Friday/May 6/2016;73;37.591;23
Saturday/May 7/2016;70;36.372;21
Sunday/May 8/2016;70;34.747;20
Monday/May 9/2016;69;34.746;20
Tuesday/May 10/2016;73;36.976;22
Wednesday/May 11/2016;72;36.976;22
Thursday/May 12/2016;71;36.366;21
Friday/May 13/2016;71;36.366;21
Saturday/May 14/2016;71;36.364;21
Sunday/May 15/2016;68;34.730;20
Monday/May 16/2016;72;35.948;22
Tuesday/May 17/2016;70;35.753;20
Wednesday/May 18/2016;70;36.361;21
Thursday/May 19/2016;72;36.969;22
Friday/May 20/2016;69;35.751;20
Saturday/May 21/2016;75;37.578;23
Sunday/May 22/2016;70;35.324;21
Monday/May 23/2016;72;35.929;22
Tuesday/May 24/2016;71;36.354;21
Wednesday/May 25/2016;73;37.572;23
Thursday/May 26/2016;73;36.959;22
Friday/May 27/2016;73;36.957;22
Saturday/May 28/2016;71;36.346;21
Sunday/May 29/2016;70;35.284;21
Monday/May 30/2016;69;34.671;20
Tuesday/May 31/2016;74;37.561;23
Wednesday/June 1/2016;69;35.733;20
Thursday/June 2/2016;73;36.950;22
Friday/June 3/2016;73;36.949;22
Saturday/June 4/2016;74;37.558;23
Sunday/June 5/2016;66;33.406;18
Monday/June 6/2016;68;34.623;20
Tuesday/June 7/2016;73;36.948;22
Wednesday/June 8/2016;68;35.728;20
Thursday/June 9/2016;71;36.337;21
Friday/June 10/2016;69;35.727;20
Saturday/June 11/2016;75;37.553;23
Sunday/June 12/2016;61;32.164;16
Monday/June 13/2016;66;33.983;19
Tuesday/June 14/2016;73;36.942;22
Wednesday/June 15/2016;70;35.724;20
Thursday/June 16/2016;73;36.941;22
Friday/June 17/2016;67;35.108;19
Saturday/June 18/2016;73;36.933;22
Sunday/June 19/2016;61;31.536;15
Monday/June 20/2016;64;32.746;17
Tuesday/June 21/2016;73;36.930;22
Wednesday/June 22/2016;73;36.929;22
Thursday/June 23/2016;72;36.926;22
Friday/June 24/2016;71;36.316;21
Saturday/June 25/2016;72;36.315;21
Sunday/June 26/2016;65;33.342;18
Monday/June 27/2016;63;32.733;17
Tuesday/June 28/2016;71;36.312;21
Wednesday/June 29/2016;71;36.312;21
Thursday/June 30/2016;75;38.139;24
Friday/July 1/2016;68;35.702;20
Saturday/July 2/2016;73;36.920;22
Sunday/July 3/2016;66;33.335;18
Monday/July 4/2016;63;32.724;17
Tuesday/July 5/2016;70;35.697;20
Wednesday/July 6/2016;73;36.912;22
Thursday/July 7/2016;74;37.520;23
Friday/July 8/2016;72;36.910;22
Saturday/July 9/2016;69;35.692;20
Sunday/July 10/2016;65;33.324;18
Monday/July 11/2016;64;32.715;17
Tuesday/July 12/2016;73;36.903;22
Wednesday/July 13/2016;73;37.512;23
Thursday/July 14/2016;70;36.292;21
Friday/July 15/2016;75;37.510;23
Saturday/July 16/2016;70;35.681;20
Sunday/July 17/2016;61;32.095;16
Monday/July 18/2016;59;31.486;15
Tuesday/July 19/2016;73;36.896;22
Wednesday/July 20/2016;70;35.678;20
Thursday/July 21/2016;72;36.285;21
Friday/July 22/2016;72;36.894;22
Saturday/July 23/2016;73;36.894;22
Sunday/July 24/2016;62;32.084;16
Monday/July 25/2016;65;33.302;18
Tuesday/July 26/2016;75;38.110;24
Wednesday/July 27/2016;71;36.283;21
Thursday/July 28/2016;71;36.282;21
Friday/July 29/2016;72;36.890;22
Saturday/July 30/2016;73;36.889;22
Sunday/July 31/2016;61;31.468;15
Monday/August 1/2016;64;32.686;17
Tuesday/August 2/2016;72;36.882;22
Wednesday/August 3/2016;72;36.881;22
Thursday/August 4/2016;74;37.489;23
Friday/August 5/2016;73;36.880;22
Saturday/August 6/2016;74;37.489;23
Sunday/August 7/2016;65;33.290;18
Monday/August 8/2016;63;32.678;17
Tuesday/August 9/2016;70;36.265;21
Wednesday/August 10/2016;73;36.873;22
Thursday/August 11/2016;74;37.481;23
Friday/August 12/2016;70;36.262;21
Saturday/August 13/2016;75;37.476;23
Sunday/August 14/2016;65;33.279;18
Monday/August 15/2016;67;33.887;19
Tuesday/August 16/2016;73;36.864;22
Wednesday/August 17/2016;70;36.253;21
Thursday/August 18/2016;73;36.862;22
Friday/August 19/2016;69;35.643;20
Saturday/August 20/2016;69;35.643;20
Sunday/August 21/2016;65;33.271;18
Monday/August 22/2016;64;33.270;18
Tuesday/August 23/2016;72;36.853;22
Wednesday/August 24/2016;72;36.853;22
Thursday/August 25/2016;71;36.242;21
Friday/August 26/2016;69;35.632;20
Saturday/August 27/2016;72;36.846;22
Sunday/August 28/2016;62;32.045;16
Monday/August 29/2016;60;31.435;15
Tuesday/August 30/2016;72;36.844;22
Wednesday/August 31/2016;73;36.844;22
Thursday/September 1/2016;69;35.625;20
Friday/September 2/2016;70;36.234;21
Saturday/September 3/2016;73;36.841;22
Sunday/September 4/2016;61;31.430;15
Monday/September 5/2016;61;32.038;16
Tuesday/September 6/2016;70;35.618;20
Wednesday/September 7/2016;69;35.618;20
Thursday/September 8/2016;71;36.227;21
Friday/September 9/2016;72;36.835;22
Saturday/September 10/2016;71;36.226;21
Sunday/September 11/2016;61;32.031;16
Monday/September 12/2016;64;32.639;17
Tuesday/September 13/2016;73;36.831;22
Wednesday/September 14/2016;74;37.435;23
Thursday/September 15/2016;68;35.605;20
Friday/September 16/2016;69;35.605;20
Saturday/September 17/2016;72;36.821;22
Sunday/September 18/2016;62;32.021;16
Monday/September 19/2016;59;31.410;15
Tuesday/September 20/2016;75;37.429;23
Wednesday/September 21/2016;69;35.601;20
Thursday/September 22/2016;69;35.601;20
Friday/September 23/2016;68;34.992;19
Saturday/September 24/2016;71;36.206;21
Sunday/September 25/2016;63;32.621;17
Monday/September 26/2016;64;32.620;17
