ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Conheceu_PROA,Horario_Estudando,Data_Inscrição,Dias_Espera_Aprovacao,Dias_Espera_Inicio,Abandono_curso
3383,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,14/11/2022,0.0,63,1
3384,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Manhã,14/11/2022,0.0,63,1
3385,20,public,Cursando o 3º ano do Ensino Médio,SP,Carapicuíba,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,14/11/2022,0.0,63,1
3386,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Outros,Integral,14/11/2022,0.0,63,0
3390,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Programa de televisão,Manhã,14/11/2022,24.0,63,1
3391,18,public,Cursando o 3º ano do Ensino Médio,SP,Ribeirão Branco,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Integral,14/11/2022,0.0,63,1
3392,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Programa de televisão,Manhã,14/11/2022,2.0,63,1
3393,21,public,Cursando o 3º ano do Ensino Médio,RJ,Itaguaí,Não,Não,Ainda não concluí um curso a distância,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Google,Já concluí,14/11/2022,0.0,63,1
3394,19,public,Cursando o 3º ano do Ensino Médio,RJ,São Gonçalo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Programa de televisão,Manhã,14/11/2022,0.0,63,1
3395,20,public,Cursando o 3º ano do Ensino Médio,RJ,,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,14/11/2022,0.0,63,1
3396,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Programa de televisão,Manhã,14/11/2022,0.0,63,1
3400,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,14/11/2022,0.0,63,1
3401,19,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,14/11/2022,2.0,63,1
3402,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Não sei dizer,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Programa de televisão,Manhã,14/11/2022,0.0,63,0
3403,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Manhã,14/11/2022,0.0,63,1
3404,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Programa de televisão,Manhã,14/11/2022,0.0,63,0
3405,17,public,Cursando o 3º ano do Ensino Médio,RJ,Niterói,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Tablet compartilhado/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Integral,14/11/2022,0.0,63,0
3406,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Não,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Programa de televisão,Manhã,14/11/2022,0.0,63,0
3410,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Programa de televisão,Manhã,14/11/2022,0.0,63,1
3411,19,public,Cursando o 3º ano do Ensino Médio,RJ,Queimados,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Manhã,14/11/2022,0.0,63,0
3412,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Programa de televisão,Noite,14/11/2022,2.0,63,0
3413,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,14/11/2022,0.0,63,1
3414,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Outros,Noite,14/11/2022,0.0,63,1
3415,19,public,Cursando o 3º ano do Ensino Médio,RJ,Mesquita,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,14/11/2022,1.0,63,1
3416,22,public,Cursando o 3º ano do Ensino Médio,SP,Caieiras,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,14/11/2022,0.0,63,1
3420,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,14/11/2022,0.0,63,1
3421,19,public,Cursando o 3º ano do Ensino Médio,SP,São Vicente,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,14/11/2022,0.0,63,1
3422,19,public,Cursando o 3º ano do Ensino Médio,SP,Maracaí,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Facebook,Já concluí,14/11/2022,0.0,63,0
3423,19,public,Cursando o 3º ano do Ensino Médio,SP,Praia Grande,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Manhã,14/11/2022,0.0,63,1
3424,17,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Outros,Manhã,14/11/2022,9.0,63,1
3425,17,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Manhã,14/11/2022,9.0,63,1
3426,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Mais que 5 salários mínimos (mais que R$5.500),Indicação de ex-aluno do PROA ou atual,Integral,14/11/2022,0.0,63,0
3430,17,scholarship,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Manhã,14/11/2022,0.0,63,1
3431,19,public,Ensino Médio concluído e não estudando,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,14/11/2022,0.0,63,1
3432,19,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,14/11/2022,0.0,63,1
3433,17,public,Cursando o 3º ano do Ensino Médio,RS,Pelotas,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Manhã,14/11/2022,0.0,63,1
3434,21,public,Cursando o 3º ano do Ensino Médio,RJ,Itaboraí,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Programa de televisão,Já concluí,14/11/2022,0.0,63,1
3435,17,public,Cursando o 3º ano do Ensino Médio,SP,Itapecerica da Serra,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Google,Manhã,14/11/2022,8.0,63,1
3436,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,14/11/2022,0.0,63,1
3440,20,public,Cursando o 3º ano do Ensino Médio,RJ,Belford Roxo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,15/11/2022,0.0,62,1
3441,19,public,Cursando o 3º ano do Ensino Médio,SP,Santos,Não,Sim,Sim e fiz totalmente pelo computador,Não sei dizer,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Noite,15/11/2022,0.0,62,1
3442,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Celular compartilhado com outro familiar/Internet wifi,Sim,Sim,10,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Manhã,15/11/2022,2.0,62,0
3443,17,public,Cursando o 3º ano do Ensino Médio,SP,Carapicuíba,Não,Sim,SIm e fiz totalmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Integral,15/11/2022,0.0,62,0
3444,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Manhã,15/11/2022,0.0,62,1
3445,22,public,Cursando o 3º ano do Ensino Médio,SP,Itaquaquecetuba,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,6,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Instagram,Já concluí,15/11/2022,22.0,62,0
3446,20,public,Cursando o Ensino Superior,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,15/11/2022,19.0,62,0
3450,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,15/11/2022,0.0,62,1
3451,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,15/11/2022,0.0,62,0
3452,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,15/11/2022,1.0,62,1
3453,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,15/11/2022,0.0,62,0
3454,20,public,Cursando o 3º ano do Ensino Médio,SP,Campos Novos Paulista,Não,Não,Ainda não concluí um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Facebook,Já concluí,15/11/2022,0.0,62,0
3455,18,public,Cursando o 3º ano do Ensino Médio,SP,Barueri,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Outros,Manhã,15/11/2022,0.0,62,1
3456,22,public,Ensino Médio concluído e não estudando,RJ,São Gonçalo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,15/11/2022,6.0,62,0
3460,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,15/11/2022,0.0,62,1
3461,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Noite,15/11/2022,0.0,62,1
3462,19,public,Cursando o 3º ano do Ensino Médio,SP,Ferraz de Vasconcelos,Não,Não,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,16/11/2022,0.0,61,1
3463,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,16/11/2022,0.0,61,0
3464,20,public,Cursando o 3º ano do Ensino Médio,RJ,Itaguaí,Sim,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,16/11/2022,15.0,61,1
3465,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,8,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Instagram,Noite,16/11/2022,0.0,61,1
3466,22,public,Cursando o 3º ano do Ensino Médio,SP,Poá,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,16/11/2022,0.0,61,0
3470,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,16/11/2022,0.0,61,1
3471,20,public,Cursando o 3º ano do Ensino Médio,SP,Macatuba,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Celular compartilhado com outro familiar/Internet wifi/Internet 4G,Sim,Sim,4,Mais que 5 salários mínimos (mais que R$5.500),Indicação de familiar,Já concluí,16/11/2022,0.0,61,1
3472,17,public,Ensino Médio concluído e não estudando,RJ,Duque de Caxias,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Manhã,16/11/2022,0.0,61,1
3473,17,public,Cursando o 3º ano do Ensino Médio,SP,Jaboticabal,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Integral,16/11/2022,0.0,61,1
3474,18,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular compartilhado com outro familiar,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Site de notícias,Noite,16/11/2022,0.0,61,1
3475,18,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Influenciador,Manhã,16/11/2022,0.0,61,0
3476,20,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Facebook,Já concluí,16/11/2022,0.0,61,1
3480,20,public,Cursando o 3º ano do Ensino Médio,RS,Pelotas,Não,Não,Ainda não concluí um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Manhã,16/11/2022,0.0,61,0
3481,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Tarde,16/11/2022,0.0,61,1
3482,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Site de notícias,Tarde,16/11/2022,0.0,61,1
3483,22,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Programa de televisão,Tarde,16/11/2022,0.0,61,1
3484,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Internet wifi,Sim,Sim,7,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Junior Achievement,Integral,16/11/2022,0.0,61,1
3485,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Sim,Não,Nunca realizei um curso a distância,Não sei dizer,,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Tarde,16/11/2022,0.0,61,1
3486,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,9,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Site de notícias,Já concluí,16/11/2022,0.0,61,0
3490,19,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Facebook,Já concluí,16/11/2022,0.0,61,1
3492,17,public,Cursando o 3º ano do Ensino Médio,SC,Biguaçu,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Manhã,16/11/2022,0.0,61,1
3493,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Tarde,16/11/2022,1.0,61,1
3494,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,16/11/2022,0.0,61,1
3495,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Tarde,16/11/2022,0.0,61,1
3496,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Tarde,16/11/2022,0.0,61,1
3500,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Tarde,16/11/2022,0.0,61,1
3501,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Junior Achievement,Tarde,16/11/2022,0.0,61,1
3502,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Tarde,16/11/2022,0.0,61,1
3503,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Tarde,16/11/2022,0.0,61,1
3504,21,public,Cursando o 3º ano do Ensino Médio,RJ,Itaboraí,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Programa de televisão,Já concluí,16/11/2022,0.0,61,1
3505,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Tarde,16/11/2022,0.0,61,1
3506,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Tarde,16/11/2022,0.0,61,0
